TIMESTAMP,主爐爐底1,主爐爐底2,主爐爐底3,CHART_PARA_INDEX
"501","2","主爐爐底2","1309.199951172","℃","2016/12/4 上午 09:50:00","2016/12/4 上午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.199951172","℃","2016/12/4 上午 09:59:00","2016/12/4 上午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.000000000","℃","2016/12/4 上午 10:12:00","2016/12/4 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.000000000","℃","2016/12/4 上午 10:22:00","2016/12/4 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.099975586","℃","2016/12/4 上午 10:32:00","2016/12/4 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.900024414","℃","2016/12/4 上午 10:39:00","2016/12/4 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.400024414","℃","2016/12/4 上午 10:51:00","2016/12/4 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.699951172","℃","2016/12/4 上午 11:00:00","2016/12/4 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.500000000","℃","2016/12/4 上午 11:36:00","2016/12/4 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.699951172","℃","2016/12/4 下午 12:02:00","2016/12/4 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.000000000","℃","2016/12/4 下午 12:14:00","2016/12/4 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.199951172","℃","2016/12/4 下午 12:32:00","2016/12/4 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.000000000","℃","2016/12/4 下午 12:34:00","2016/12/4 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.699951172","℃","2016/12/4 下午 12:46:00","2016/12/4 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.500000000","℃","2016/12/4 下午 01:02:00","2016/12/4 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.099975586","℃","2016/12/4 下午 01:12:00","2016/12/4 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.800048828","℃","2016/12/4 下午 01:20:00","2016/12/4 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.599975586","℃","2016/12/4 下午 01:32:00","2016/12/4 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.599975586","℃","2016/12/4 下午 01:41:00","2016/12/4 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.800048828","℃","2016/12/4 下午 01:49:00","2016/12/4 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.599975586","℃","2016/12/4 下午 02:08:00","2016/12/4 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.800048828","℃","2016/12/4 下午 02:20:00","2016/12/4 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.099975586","℃","2016/12/4 下午 02:26:00","2016/12/4 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.800048828","℃","2016/12/4 下午 02:39:00","2016/12/4 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.599975586","℃","2016/12/4 下午 02:51:00","2016/12/4 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1304.599975586","℃","2016/12/4 下午 03:00:00","2016/12/4 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.300048828","℃","2016/12/4 下午 03:11:00","2016/12/4 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.000000000","℃","2016/12/4 下午 03:22:00","2016/12/4 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.400024414","℃","2016/12/4 下午 03:29:00","2016/12/4 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.300048828","℃","2016/12/4 下午 03:42:00","2016/12/4 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.000000000","℃","2016/12/4 下午 03:49:00","2016/12/4 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.500000000","℃","2016/12/4 下午 03:59:00","2016/12/4 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.699951172","℃","2016/12/4 下午 04:10:00","2016/12/4 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.000000000","℃","2016/12/4 下午 04:18:00","2016/12/4 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.199951172","℃","2016/12/4 下午 04:27:00","2016/12/4 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.000000000","℃","2016/12/4 下午 04:34:00","2016/12/4 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.699951172","℃","2016/12/4 下午 04:57:00","2016/12/4 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.500000000","℃","2016/12/4 下午 05:10:00","2016/12/4 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.500000000","℃","2016/12/4 下午 05:19:00","2016/12/4 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.300048828","℃","2016/12/4 下午 05:27:00","2016/12/4 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.000000000","℃","2016/12/4 下午 05:37:00","2016/12/4 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.000000000","℃","2016/12/4 下午 05:52:00","2016/12/4 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.800048828","℃","2016/12/4 下午 05:59:00","2016/12/4 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.800048828","℃","2016/12/4 下午 06:13:00","2016/12/4 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.099975586","℃","2016/12/4 下午 06:21:00","2016/12/4 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.000000000","℃","2016/12/4 下午 06:32:00","2016/12/4 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.500000000","℃","2016/12/4 下午 06:43:00","2016/12/4 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.300048828","℃","2016/12/4 下午 06:51:00","2016/12/4 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.099975586","℃","2016/12/4 下午 07:00:00","2016/12/4 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.500000000","℃","2016/12/4 下午 07:13:00","2016/12/4 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.500000000","℃","2016/12/4 下午 07:20:00","2016/12/4 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1305.500000000","℃","2016/12/4 下午 07:29:00","2016/12/4 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.699951172","℃","2016/12/4 下午 07:43:00","2016/12/4 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1306.900024414","℃","2016/12/4 下午 07:44:00","2016/12/4 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.099975586","℃","2016/12/4 下午 08:00:00","2016/12/4 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.300048828","℃","2016/12/4 下午 08:07:00","2016/12/4 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.300048828","℃","2016/12/4 下午 08:22:00","2016/12/4 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1307.599975586","℃","2016/12/4 下午 08:30:00","2016/12/4 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.500000000","℃","2016/12/4 下午 08:43:00","2016/12/4 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1308.500000000","℃","2016/12/4 下午 09:03:00","2016/12/4 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.000000000","℃","2016/12/4 下午 09:10:00","2016/12/4 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.400024414","℃","2016/12/4 下午 09:20:00","2016/12/4 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.599975586","℃","2016/12/4 下午 09:26:00","2016/12/4 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1309.900024414","℃","2016/12/4 下午 09:40:00","2016/12/4 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1310.500000000","℃","2016/12/4 下午 09:51:00","2016/12/4 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1310.500000000","℃","2016/12/4 下午 10:03:00","2016/12/4 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1310.900024414","℃","2016/12/4 下午 10:23:00","2016/12/4 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1311.099975586","℃","2016/12/4 下午 10:27:00","2016/12/4 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1311.599975586","℃","2016/12/4 下午 10:43:00","2016/12/4 下午 10:00:00","","","","","","0","7.36150739338175"
SITE_ID,FURN_ITEM_INDEX,ITEM_NAME,VALUE,UNIT,RPT_DATETIME,RPT_TIMEHOUR,LCL,UCL,LSL,USL,APPLY_DATE,BYVAL,STDDEV
"501","3","主爐爐底3","1018.500000000","℃","2016/12/1 下午 11:50:00","2016/12/1 下午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 12:43:00","2016/12/2 上午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 12:52:00","2016/12/2 上午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 01:11:00","2016/12/2 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 01:15:00","2016/12/2 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 01:31:00","2016/12/2 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 01:43:00","2016/12/2 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 01:51:00","2016/12/2 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 02:13:00","2016/12/2 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 02:23:00","2016/12/2 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 02:31:00","2016/12/2 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 02:43:00","2016/12/2 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 02:59:00","2016/12/2 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 03:12:00","2016/12/2 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 03:42:00","2016/12/2 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 03:49:00","2016/12/2 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 上午 04:03:00","2016/12/2 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 04:40:00","2016/12/2 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 上午 04:53:00","2016/12/2 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 04:57:00","2016/12/2 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 05:18:00","2016/12/2 上午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 上午 06:13:00","2016/12/2 上午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 06:14:00","2016/12/2 上午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 上午 06:33:00","2016/12/2 上午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 上午 06:42:00","2016/12/2 上午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 06:44:00","2016/12/2 上午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 07:13:00","2016/12/2 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 07:19:00","2016/12/2 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 07:28:00","2016/12/2 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 07:42:00","2016/12/2 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 上午 07:53:00","2016/12/2 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 上午 07:57:00","2016/12/2 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 上午 08:23:00","2016/12/2 上午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 上午 08:24:00","2016/12/2 上午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 08:50:00","2016/12/2 上午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 09:02:00","2016/12/2 上午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 09:48:00","2016/12/2 上午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 10:03:00","2016/12/2 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 10:23:00","2016/12/2 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 上午 10:52:00","2016/12/2 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 上午 11:03:00","2016/12/2 上午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 11:13:00","2016/12/2 上午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 上午 11:23:00","2016/12/2 上午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 上午 11:26:00","2016/12/2 上午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 下午 12:00:00","2016/12/2 下午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 12:23:00","2016/12/2 下午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 12:40:00","2016/12/2 下午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 下午 01:57:00","2016/12/2 下午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 下午 02:36:00","2016/12/2 下午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 03:52:00","2016/12/2 下午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 03:55:00","2016/12/2 下午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 04:47:00","2016/12/2 下午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 05:02:00","2016/12/2 下午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 下午 05:10:00","2016/12/2 下午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 05:23:00","2016/12/2 下午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 下午 05:33:00","2016/12/2 下午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 下午 06:32:00","2016/12/2 下午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/2 下午 06:41:00","2016/12/2 下午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/2 下午 06:49:00","2016/12/2 下午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/2 下午 06:58:00","2016/12/2 下午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 下午 07:13:00","2016/12/2 下午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/2 下午 07:52:00","2016/12/2 下午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 下午 08:00:00","2016/12/2 下午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 下午 08:19:00","2016/12/2 下午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 08:42:00","2016/12/2 下午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 08:53:00","2016/12/2 下午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/2 下午 08:54:00","2016/12/2 下午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 09:13:00","2016/12/2 下午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 09:23:00","2016/12/2 下午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/2 下午 10:33:00","2016/12/2 下午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 下午 10:42:00","2016/12/2 下午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/2 下午 10:56:00","2016/12/2 下午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 下午 11:21:00","2016/12/2 下午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/2 下午 11:33:00","2016/12/2 下午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 12:10:00","2016/12/3 上午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 12:30:00","2016/12/3 上午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1020.000000000","℃","2016/12/3 上午 12:51:00","2016/12/3 上午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1020.000000000","℃","2016/12/3 上午 01:10:00","2016/12/3 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 01:22:00","2016/12/3 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 01:26:00","2016/12/3 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 01:53:00","2016/12/3 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 01:54:00","2016/12/3 上午 01:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 02:13:00","2016/12/3 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 02:20:00","2016/12/3 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 02:33:00","2016/12/3 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 02:34:00","2016/12/3 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 02:53:00","2016/12/3 上午 02:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 03:03:00","2016/12/3 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 03:08:00","2016/12/3 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 03:19:00","2016/12/3 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 03:30:00","2016/12/3 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 03:43:00","2016/12/3 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.700012207","℃","2016/12/3 上午 03:51:00","2016/12/3 上午 03:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 04:03:00","2016/12/3 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.500000000","℃","2016/12/3 上午 04:06:00","2016/12/3 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/3 上午 04:33:00","2016/12/3 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/3 上午 04:41:00","2016/12/3 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.200012207","℃","2016/12/3 上午 04:46:00","2016/12/3 上午 04:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/3 上午 05:12:00","2016/12/3 上午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/3 上午 05:20:00","2016/12/3 上午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1019.000000000","℃","2016/12/3 上午 05:30:00","2016/12/3 上午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.799987793","℃","2016/12/3 上午 05:46:00","2016/12/3 上午 05:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/3 上午 06:12:00","2016/12/3 上午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/3 上午 06:51:00","2016/12/3 上午 06:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/3 上午 07:02:00","2016/12/3 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/3 上午 07:10:00","2016/12/3 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.500000000","℃","2016/12/3 上午 07:22:00","2016/12/3 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.299987793","℃","2016/12/3 上午 07:23:00","2016/12/3 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.000000000","℃","2016/12/3 上午 07:51:00","2016/12/3 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.000000000","℃","2016/12/3 上午 07:55:00","2016/12/3 上午 07:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.799987793","℃","2016/12/3 上午 08:24:00","2016/12/3 上午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.500000000","℃","2016/12/3 上午 08:51:00","2016/12/3 上午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.799987793","℃","2016/12/3 上午 08:53:00","2016/12/3 上午 08:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.799987793","℃","2016/12/3 上午 09:09:00","2016/12/3 上午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.500000000","℃","2016/12/3 上午 09:21:00","2016/12/3 上午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.799987793","℃","2016/12/3 上午 09:29:00","2016/12/3 上午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.799987793","℃","2016/12/3 上午 09:51:00","2016/12/3 上午 09:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1018.000000000","℃","2016/12/3 上午 10:02:00","2016/12/3 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.799987793","℃","2016/12/3 上午 10:10:00","2016/12/3 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.500000000","℃","2016/12/3 上午 10:22:00","2016/12/3 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.500000000","℃","2016/12/3 上午 10:32:00","2016/12/3 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.500000000","℃","2016/12/3 上午 10:35:00","2016/12/3 上午 10:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.500000000","℃","2016/12/3 上午 11:00:00","2016/12/3 上午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.299987793","℃","2016/12/3 上午 11:32:00","2016/12/3 上午 11:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.299987793","℃","2016/12/3 下午 12:01:00","2016/12/3 下午 12:00:00","","","","","","0","4.12285678985656"
"501","3","主爐爐底3","1017.099975586","℃","2016/12/3 下午 12:22:00","2016/12/3 下午 12:00:00","","","","","","0","4.12285678985656"
