TIMESTAMP,主爐爐底1,主爐爐底2,主爐爐底3,CHART_PARA_INDEX
"501","1","主爐爐底1","1320.900024414","℃","2016/12/3 上午 06:32:00","2016/12/3 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 06:35:00","2016/12/3 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 06:50:00","2016/12/3 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 07:00:00","2016/12/3 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/3 上午 07:11:00","2016/12/3 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/3 上午 07:16:00","2016/12/3 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/3 上午 07:25:00","2016/12/3 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/3 上午 07:41:00","2016/12/3 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/3 上午 07:50:00","2016/12/3 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/3 上午 07:57:00","2016/12/3 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 上午 08:10:00","2016/12/3 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 08:21:00","2016/12/3 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 上午 08:29:00","2016/12/3 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 08:42:00","2016/12/3 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 08:51:00","2016/12/3 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 上午 08:59:00","2016/12/3 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/3 上午 09:12:00","2016/12/3 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/3 上午 09:14:00","2016/12/3 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 上午 09:32:00","2016/12/3 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 上午 09:42:00","2016/12/3 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 09:50:00","2016/12/3 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/3 上午 10:02:00","2016/12/3 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/3 上午 10:09:00","2016/12/3 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.400024414","℃","2016/12/3 上午 10:22:00","2016/12/3 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.599975586","℃","2016/12/3 上午 10:27:00","2016/12/3 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.599975586","℃","2016/12/3 上午 10:38:00","2016/12/3 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.400024414","℃","2016/12/3 上午 11:02:00","2016/12/3 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.599975586","℃","2016/12/3 上午 11:12:00","2016/12/3 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.400024414","℃","2016/12/3 上午 11:21:00","2016/12/3 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/3 上午 11:32:00","2016/12/3 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 11:37:00","2016/12/3 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 上午 11:51:00","2016/12/3 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 12:01:00","2016/12/3 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 下午 12:12:00","2016/12/3 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/3 下午 12:21:00","2016/12/3 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 下午 12:32:00","2016/12/3 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 12:41:00","2016/12/3 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 12:52:00","2016/12/3 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 01:01:00","2016/12/3 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 01:07:00","2016/12/3 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 下午 01:22:00","2016/12/3 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/3 下午 01:30:00","2016/12/3 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 01:42:00","2016/12/3 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 01:48:00","2016/12/3 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/3 下午 02:01:00","2016/12/3 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 02:11:00","2016/12/3 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 02:22:00","2016/12/3 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 02:31:00","2016/12/3 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 02:42:00","2016/12/3 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 02:51:00","2016/12/3 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 02:59:00","2016/12/3 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/3 下午 03:12:00","2016/12/3 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 03:17:00","2016/12/3 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 03:28:00","2016/12/3 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/3 下午 03:39:00","2016/12/3 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.199951172","℃","2016/12/3 下午 03:52:00","2016/12/3 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/3 下午 04:02:00","2016/12/3 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/3 下午 04:12:00","2016/12/3 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.699951172","℃","2016/12/3 下午 04:22:00","2016/12/3 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.300048828","℃","2016/12/3 下午 04:31:00","2016/12/3 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.500000000","℃","2016/12/3 下午 04:42:00","2016/12/3 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.500000000","℃","2016/12/3 下午 04:46:00","2016/12/3 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.000000000","℃","2016/12/3 下午 05:12:00","2016/12/3 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.300048828","℃","2016/12/3 下午 05:21:00","2016/12/3 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.000000000","℃","2016/12/3 下午 05:31:00","2016/12/3 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.800048828","℃","2016/12/3 下午 05:34:00","2016/12/3 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.599975586","℃","2016/12/3 下午 05:43:00","2016/12/3 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.300048828","℃","2016/12/3 下午 06:00:00","2016/12/3 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.900024414","℃","2016/12/3 下午 06:11:00","2016/12/3 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.699951172","℃","2016/12/3 下午 06:21:00","2016/12/3 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.900024414","℃","2016/12/3 下午 06:27:00","2016/12/3 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.900024414","℃","2016/12/3 下午 06:38:00","2016/12/3 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.699951172","℃","2016/12/3 下午 06:52:00","2016/12/3 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.900024414","℃","2016/12/3 下午 07:02:00","2016/12/3 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.599975586","℃","2016/12/3 下午 07:10:00","2016/12/3 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.800048828","℃","2016/12/3 下午 07:13:00","2016/12/3 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.300048828","℃","2016/12/3 下午 07:27:00","2016/12/3 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.300048828","℃","2016/12/3 下午 07:40:00","2016/12/3 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.000000000","℃","2016/12/3 下午 07:50:00","2016/12/3 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.699951172","℃","2016/12/3 下午 08:02:00","2016/12/3 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.699951172","℃","2016/12/3 下午 08:10:00","2016/12/3 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.699951172","℃","2016/12/3 下午 08:19:00","2016/12/3 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.900024414","℃","2016/12/3 下午 08:30:00","2016/12/3 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/3 下午 08:40:00","2016/12/3 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/3 下午 08:52:00","2016/12/3 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.199951172","℃","2016/12/3 下午 08:55:00","2016/12/3 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/3 下午 09:10:00","2016/12/3 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/3 下午 09:22:00","2016/12/3 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/3 下午 09:31:00","2016/12/3 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/3 下午 09:42:00","2016/12/3 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/3 下午 09:51:00","2016/12/3 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/3 下午 10:02:00","2016/12/3 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/3 下午 10:08:00","2016/12/3 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 下午 10:22:00","2016/12/3 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 10:27:00","2016/12/3 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 下午 10:39:00","2016/12/3 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 下午 10:46:00","2016/12/3 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 下午 10:56:00","2016/12/3 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 11:11:00","2016/12/3 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 11:17:00","2016/12/3 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 11:32:00","2016/12/3 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/3 下午 11:42:00","2016/12/3 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/3 下午 11:48:00","2016/12/3 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/4 上午 12:01:00","2016/12/4 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/4 上午 12:19:00","2016/12/4 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/4 上午 12:31:00","2016/12/4 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/4 上午 12:42:00","2016/12/4 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/4 上午 12:52:00","2016/12/4 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/4 上午 12:55:00","2016/12/4 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.599975586","℃","2016/12/4 上午 01:12:00","2016/12/4 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.599975586","℃","2016/12/4 上午 01:28:00","2016/12/4 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/4 上午 01:42:00","2016/12/4 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/4 上午 01:50:00","2016/12/4 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/4 上午 01:53:00","2016/12/4 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/4 上午 02:12:00","2016/12/4 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/4 上午 02:21:00","2016/12/4 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/4 上午 02:27:00","2016/12/4 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.400024414","℃","2016/12/4 上午 02:42:00","2016/12/4 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.400024414","℃","2016/12/4 上午 02:52:00","2016/12/4 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.400024414","℃","2016/12/4 上午 02:55:00","2016/12/4 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.599975586","℃","2016/12/4 上午 03:10:00","2016/12/4 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.099975586","℃","2016/12/4 上午 03:22:00","2016/12/4 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.099975586","℃","2016/12/4 上午 03:24:00","2016/12/4 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.300048828","℃","2016/12/4 上午 03:34:00","2016/12/4 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.099975586","℃","2016/12/4 上午 03:52:00","2016/12/4 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.800048828","℃","2016/12/4 上午 04:02:00","2016/12/4 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.599975586","℃","2016/12/4 上午 04:12:00","2016/12/4 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/4 上午 04:21:00","2016/12/4 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.500000000","℃","2016/12/4 上午 04:29:00","2016/12/4 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.900024414","℃","2016/12/4 上午 04:42:00","2016/12/4 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.099975586","℃","2016/12/4 上午 04:52:00","2016/12/4 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.699951172","℃","2016/12/4 上午 04:59:00","2016/12/4 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/4 上午 05:12:00","2016/12/4 上午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/4 上午 05:16:00","2016/12/4 上午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.199951172","℃","2016/12/4 上午 05:31:00","2016/12/4 上午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/4 上午 05:41:00","2016/12/4 上午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
